id;title;url;cover;rate
26259634;何以笙箫默;http://movie.douban.com/subject/26259634/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2239863767.jpg;3.6
11540651;许三观;http://movie.douban.com/subject/11540651/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2216003356.jpg;7.1
24883815;午夜邂逅;http://movie.douban.com/subject/24883815/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2258799735.jpg;6.7
24872023;贵族大盗;http://movie.douban.com/subject/24872023/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2233840624.jpg;5.2
10807909;智取威虎山;http://movie.douban.com/subject/10807909/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2215164906.jpg;7.7
5154799;木星上行;http://movie.douban.com/subject/5154799/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2230222544.jpg;5.4
25780584;我是女王;http://movie.douban.com/subject/25780584/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2232301298.jpg;4.1
25947154;爱的那点性事;http://movie.douban.com/subject/25947154/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2194250745.jpg;7.3
25731554;西部慢调;http://movie.douban.com/subject/25731554/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2231094082.jpg;7.4
25746414;暴走神探;http://movie.douban.com/subject/25746414/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2219749857.jpg;5.3
25890082;客人;http://movie.douban.com/subject/25890082/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2250420724.jpg;6.2
24713882;完美音调2;http://movie.douban.com/subject/24713882/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2240344743.jpg;6.6
6533054;饥饿游戏3：嘲笑鸟(上);http://movie.douban.com/subject/6533054/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2222078042.jpg;5.7
25862355;二十;http://movie.douban.com/subject/25862355/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2229383316.jpg;7.0
25835293;失孤;http://movie.douban.com/subject/25835293/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2231791943.jpg;6.3
10548265;坚不可摧;http://movie.douban.com/subject/10548265/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2222056402.jpg;6.7
26184109;测试;http://movie.douban.com/subject/26184109/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2208893760.jpg;8.3
25938856;七日地狱;http://movie.douban.com/subject/25938856/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2254288249.jpg;7.2
4911596;明星伙伴;http://movie.douban.com/subject/4911596/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2242799774.jpg;6.2
25713420;钟馗伏魔：雪妖魔灵;http://movie.douban.com/subject/25713420/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2224452276.jpg;4.2
3078390;太平轮(上);http://movie.douban.com/subject/3078390/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2212075889.jpg;5.7
23712710;少数意见;http://movie.douban.com/subject/23712710/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2252438066.jpg;7.1
23769147;爱情限时恋未尽;http://movie.douban.com/subject/23769147/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2255650112.jpg;7.7
25805054;十万个冷笑话;http://movie.douban.com/subject/25805054/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2217523448.jpg;6.3
11808948;海绵宝宝历险记：海绵出水;http://movie.douban.com/subject/11808948/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2186978440.jpg;7.2
23331914;狂怒;http://movie.douban.com/subject/23331914/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2209858994.jpg;7.7
25919385;长寿商会;http://movie.douban.com/subject/25919385/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2231115344.jpg;7.7
20277632;飓风营救3;http://movie.douban.com/subject/20277632/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2224368429.jpg;6.2
25777512;要听神明的话;http://movie.douban.com/subject/25777512/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2207809849.jpg;6.4
25957011;缄默的迷宫;http://movie.douban.com/subject/25957011/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2198957888.jpg;7.8
25905746;通灵之六世古宅;http://movie.douban.com/subject/25905746/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2256870906.jpg;4.1
24743709;北京纽约;http://movie.douban.com/subject/24743709/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2230505723.jpg;4.0
24695390;我们假期做了什么;http://movie.douban.com/subject/24695390/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2187153902.jpg;7.8
3012013;伸冤人;http://movie.douban.com/subject/3012013/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2201052935.jpg;7.3
20277433;焦点;http://movie.douban.com/subject/20277433/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2228702598.jpg;6.6
25755608;新女友;http://movie.douban.com/subject/25755608/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2199678535.jpg;7.5
25806476;鬼牌游戏;http://movie.douban.com/subject/25806476/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2218801779.jpg;5.7
3006769;大眼睛;http://movie.douban.com/subject/3006769/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2206810559.jpg;6.8
21349301;小混乱;http://movie.douban.com/subject/21349301/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2238540172.jpg;6.2
25884416;麦兜我和我妈妈;http://movie.douban.com/subject/25884416/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2200039289.jpg;8.2
25761564;珍妮的婚礼;http://movie.douban.com/subject/25761564/;http://img4.douban.com/view/photo/photo/public/p2254715228.jpg;6.7
26140241;咱们结婚吧;http://movie.douban.com/subject/26140241/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2232079769.jpg;6.0
7003416;冲上云霄;http://movie.douban.com/subject/7003416/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2223365653.jpg;4.4
25779218;匆匆那年;http://movie.douban.com/subject/25779218/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2212273919.jpg;5.3
3089638;塞尔玛;http://movie.douban.com/subject/3089638/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2220218254.jpg;7.1
10793610;法老与众神;http://movie.douban.com/subject/10793610/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2210708091.jpg;6.4
10546762;魔法黑森林;http://movie.douban.com/subject/10546762/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2213538065.jpg;5.7
26356488;1944;http://movie.douban.com/subject/26356488/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2235658882.jpg;8.0
25919529;烈性摔跤;http://movie.douban.com/subject/25919529/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2192536407.jpg;4.3
26383523;再见我们的十年;http://movie.douban.com/subject/26383523/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2248688316.jpg;4.3
3319744;法国战恋曲;http://movie.douban.com/subject/3319744/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2219150117.jpg;6.6
24751757;微爱之渐入佳境;http://movie.douban.com/subject/24751757/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2213796763.jpg;4.8
25798854;真幌站前狂想曲;http://movie.douban.com/subject/25798854/;http://img4.douban.com/view/movie_poster_cover/lpst/public/p2194199028.jpg;7.5
25845383;青春之旅 真人版;http://movie.douban.com/subject/25845383/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2192701612.jpg;6.4
25728008;潜伏3;http://movie.douban.com/subject/25728008/;http://img3.douban.com/view/movie_poster_cover/lpst/public/p2233079790.jpg;5.9
